id,byline_date,byline_place,lat,lon
dt1423,1931-02-13,East Vaughn,34.6017226,-105.208319
dt1424,1931-02-15,"Santa Monica, California",34.0194704,-118.491227
dt1425,1931-02-16,"Beverly Hills, California",34.0696501,-118.3963062
dt1426,1931-02-17,"Beverly Hills, California",34.0696501,-118.3963062
dt1427,1931-02-18,"Beverly Hills, California",34.0696501,-118.3963062
dt1428,1931-02-19,"Beverly Hills, California",34.0696501,-118.3963062
dt1429,1931-02-20,"Beverly Hills, California",34.0696501,-118.3963062
dt1430,1931-02-22,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1431,1931-02-23,"Beverly Hills, California",34.0696501,-118.3963062
dt1432,1931-02-24,"Beverly Hills, California",34.0696501,-118.3963062
dt1433,1931-02-25,"Beverly Hills, California",34.0696501,-118.3963062
dt1434,1931-02-26,"Beverly Hills, California",34.0696501,-118.3963062
dt1435,1931-02-27,"Beverly Hills, California",34.0696501,-118.3963062
dt1436,1931-03-01,"Santa Monica, California",34.0194704,-118.491227
dt1437,1931-03-02,"Beverly Hills, California",34.0696501,-118.3963062
dt1438,1931-03-03,"Beverly Hills, California",34.0696501,-118.3963062
dt1439,1931-03-04,"Beverly Hills, California",34.0696501,-118.3963062
dt1440,1931-03-05,"Beverly Hills, California",34.0696501,-118.3963062
dt1441,1931-03-06,"Beverly Hills, California",34.0696501,-118.3963062
dt1442,1931-03-08,"Santa Barbara, California",34.4221319,-119.702667
dt1443,1931-03-09,"Beverly Hills, California",34.0696501,-118.3963062
dt1444,1931-03-10,"Beverly Hills, California",34.0696501,-118.3963062
dt1445,1931-03-11,"Beverly Hills, California",34.0696501,-118.3963062
dt1446,1931-03-12,"Beverly Hills, California",34.0696501,-118.3963062
dt1447,1931-03-13,"Beverly Hills, California",34.0696501,-118.3963062
dt1448,1931-03-15,"Beverly Hills, California",34.0696501,-118.3963062
dt1449,1931-03-16,"Beverly Hills, California",34.0696501,-118.3963062
dt1450,1931-03-17,"Beverly Hills, California",34.0696501,-118.3963062
dt1451,1931-03-18,"Beverly Hills, California",34.0696501,-118.3963062
dt1452,1931-03-19,"Beverly Hills, California",34.0696501,-118.3963062
dt1453,1931-03-20,"Beverly Hills, California",34.0696501,-118.3963062
dt1454,1931-03-22,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1455,1931-03-23,"Beverly Hills, California",34.0696501,-118.3963062
dt1456,1931-03-24,"Beverly Hills, California",34.0696501,-118.3963062
dt1457,1931-03-25,"Beverly Hills, California",34.0696501,-118.3963062
dt1458,1931-03-26,"Beverly Hills, California",34.0696501,-118.3963062
dt1459,1931-03-27,"Beverly Hills, California",34.0696501,-118.3963062
dt1460,1931-03-29,"Beverly Hills, California",34.0696501,-118.3963062
dt1461,1931-03-30,"Beverly Hills, California",34.0696501,-118.3963062
dt1462,1931-03-31,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1463,1931-04-01,"Beverly Hills, California",34.0696501,-118.3963062
dt1464,1931-04-02,"Beverly Hills, California",34.0696501,-118.3963062
dt1465,1931-04-03,"Beverly Hills, California",34.0696501,-118.3963062
dt1466,1931-04-05,"El Paso, Texas",31.7601164,-106.4870404
dt1467,1931-04-06,"Mexico City, Mexico",19.4326296,-99.1331785
dt1468,1931-04-07,"Guatemala City, Guatemala",14.6424667,-90.5131361
dt1469,1931-04-08,"Managua, Nicaragua",12.1544035,-86.2737642
dt1470,1931-04-09,"Managua, Nicaragua",12.1544035,-86.2737642
dt1471,1931-04-10,"San José, Costa Rica",9.9325427,-84.0795782
dt1472,1931-04-12,"Panama City, Panama",8.9714493,-79.5341802
dt1473,1931-04-13,"Panama City, Panama",8.9714493,-79.5341802
dt1474,1931-04-14,"Panama City, Panama",8.9714493,-79.5341802
dt1475,1931-04-15,"Panama City, Panama",8.9714493,-79.5341802
dt1476,1931-04-16,"Maracaibo, Venezuela",10.6498095,-71.6443596
dt1477,1931-04-17,"Port of Spain, Trinidad and Tobago",10.6572678,-61.5180173
dt1478,1931-04-19,"Miami Beach, Florida",25.7929198,-80.1353006
dt1479,1931-04-20,"Washington, District of Columbia",38.89384735,-76.98804281910948
dt1480,1931-04-21,"New York, New York",40.7127281,-74.0060152
dt1481,1931-04-22,"New York, New York",40.7127281,-74.0060152
dt1482,1931-04-23,"New York, New York",40.7127281,-74.0060152
dt1483,1931-04-24,"New York, New York",40.7127281,-74.0060152
dt1484,1931-04-26,"New York, New York",40.7127281,-74.0060152
dt1485,1931-04-27,"Washington, District of Columbia",38.89384735,-76.98804281910948
dt1486,1931-04-28,"Atlanta, Georgia",33.7489924,-84.3902644
dt1487,1931-04-29,"Fort Worth, Texas",32.753177,-97.3327459
dt1488,1931-04-30,"El Paso, Texas",31.7601164,-106.4870404
dt1489,1931-05-01,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1490,1931-05-03,"Santa Monica, California",34.0194704,-118.491227
dt1491,1931-05-04,"Beverly Hills, California",34.0696501,-118.3963062
dt1492,1931-05-05,"Beverly Hills, California",34.0696501,-118.3963062
dt1493,1931-05-06,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1494,1931-05-07,"Palm Springs, California",33.8246269,-116.540303
dt1495,1931-05-08,"Tucson, Arizona",32.2228765,-110.974847
dt1496,1931-05-10,"Carlsbad, New Mexico",32.4257456,-104.237612
dt1497,1931-05-11,"Roswell, New Mexico",33.3943282,-104.5229518
dt1498,1931-05-12,"Winslow, Arizona",35.0241984,-110.6973463
dt1499,1931-05-13,"Beverly Hills, California",34.0696501,-118.3963062
dt1500,1931-05-14,"Beverly Hills, California",34.0696501,-118.3963062
dt1501,1931-05-15,"Beverly Hills, California",34.0696501,-118.3963062
dt1502,1931-05-17,"Santa Monica, California",34.0194704,-118.491227
dt1503,1931-05-18,"Mojave, California",35.01096025,-118.19028326663798
dt1504,1931-05-19,"Beverly Hills, California",34.0696501,-118.3963062
dt1505,1931-05-20,"Santa Monica, California",34.0194704,-118.491227
dt1506,1931-05-21,"Beverly Hills, California",34.0696501,-118.3963062
dt1507,1931-05-22,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1508,1931-05-24,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1509,1931-05-25,"Beverly Hills, California",34.0696501,-118.3963062
dt1510,1931-05-26,"Beverly Hills, California",34.0696501,-118.3963062
dt1511,1931-05-27,"Beverly Hills, California",34.0696501,-118.3963062
dt1512,1931-05-28,"Beverly Hills, California",34.0696501,-118.3963062
dt1513,1931-05-29,"Beverly Hills, California",34.0696501,-118.3963062
dt1514,1931-05-31,"Santa Monica, California",34.0194704,-118.491227
dt1515,1931-06-01,"Beverly Hills, California",34.0696501,-118.3963062
dt1516,1931-06-02,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1517,1931-06-03,"Beverly Hills, California",34.0696501,-118.3963062
dt1518,1931-06-04,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1519,1931-06-05,"Beverly Hills, California",34.0696501,-118.3963062
dt1520,1931-06-07,"Beverly Hills, California",34.0696501,-118.3963062
dt1521,1931-06-08,"Beverly Hills, California",34.0696501,-118.3963062
dt1522,1931-06-09,"Beverly Hills, California",34.0696501,-118.3963062
dt1523,1931-06-10,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1524,1931-06-11,"Beverly Hills, California",34.0696501,-118.3963062
dt1525,1931-06-12,"Beverly Hills, California",34.0696501,-118.3963062
dt1526,1931-06-14,"Beverly Hills, California",34.0696501,-118.3963062
dt1527,1931-06-15,"Beverly Hills, California",34.0696501,-118.3963062
dt1528,1931-06-16,"Beverly Hills, California",34.0696501,-118.3963062
dt1529,1931-06-17,"Beverly Hills, California",34.0696501,-118.3963062
dt1530,1931-06-18,"Beverly Hills, California",34.0696501,-118.3963062
dt1531,1931-06-19,"Beverly Hills, California",34.0696501,-118.3963062
dt1532,1931-06-21,"Beverly Hills, California",34.0696501,-118.3963062
dt1533,1931-06-22,"Beverly Hills, California",34.0696501,-118.3963062
dt1534,1931-06-23,"Beverly Hills, California",34.0696501,-118.3963062
dt1535,1931-06-24,"Beverly Hills, California",34.0696501,-118.3963062
dt1536,1931-06-25,"Beverly Hills, California",34.0696501,-118.3963062
dt1537,1931-06-26,"Beverly Hills, California",34.0696501,-118.3963062
dt1538,1931-06-28,"Santa Monica, California",34.0194704,-118.491227
dt1539,1931-06-29,"Beverly Hills, California",34.0696501,-118.3963062
dt1540,1931-06-30,"Beverly Hills, California",34.0696501,-118.3963062
dt1541,1931-07-01,"Beverly Hills, California",34.0696501,-118.3963062
dt1542,1931-07-02,"Beverly Hills, California",34.0696501,-118.3963062
dt1543,1931-07-03,"Beverly Hills, California",34.0696501,-118.3963062
dt1544,1931-07-05,"Beverly Hills, California",34.0696501,-118.3963062
dt1545,1931-07-06,"Beverly Hills, California",34.0696501,-118.3963062
dt1546,1931-07-07,"Beverly Hills, California",34.0696501,-118.3963062
dt1547,1931-07-08,"Beverly Hills, California",34.0696501,-118.3963062
dt1548,1931-07-09,"Beverly Hills, California",34.0696501,-118.3963062
dt1549,1931-07-10,"Santa Barbara, California",34.4221319,-119.702667
dt1550,1931-07-12,"Santa Barbara, California",34.4221319,-119.702667
dt1551,1931-07-13,"Tulsa, Oklahoma",36.1563122,-95.9927516
dt1552,1931-07-14,"Claremore, Oklahoma",36.3126005,-95.6160686
dt1553,1931-07-15,"Chelsea, Oklahoma",36.5355939,-95.4324166
dt1554,1931-07-16,"Phoenix, Arizona",33.4484367,-112.074141
dt1555,1931-07-17,"Beverly Hills, California",34.0696501,-118.3963062
dt1556,1931-07-19,"Santa Monica, California",34.0194704,-118.491227
dt1557,1931-07-20,"Beverly Hills, California",34.0696501,-118.3963062
dt1558,1931-07-21,"Beverly Hills, California",34.0696501,-118.3963062
dt1559,1931-07-22,"Beverly Hills, California",34.0696501,-118.3963062
dt1560,1931-07-23,"Beverly Hills, California",34.0696501,-118.3963062
dt1561,1931-07-24,"Beverly Hills, California",34.0696501,-118.3963062
dt1562,1931-07-26,"Santa Monica, California",34.0194704,-118.491227
dt1563,1931-07-27,"Beverly Hills, California",34.0696501,-118.3963062
dt1564,1931-07-28,"Beverly Hills, California",34.0696501,-118.3963062
dt1565,1931-07-29,"Beverly Hills, California",34.0696501,-118.3963062
dt1566,1931-07-30,"Beverly Hills, California",34.0696501,-118.3963062
dt1567,1931-07-31,"Beverly Hills, California",34.0696501,-118.3963062
dt1568,1931-08-02,"Santa Monica, California",34.0194704,-118.491227
dt1569,1931-08-03,"Beverly Hills, California",34.0696501,-118.3963062
dt1570,1931-08-04,"Beverly Hills, California",34.0696501,-118.3963062
dt1571,1931-08-05,"Beverly Hills, California",34.0696501,-118.3963062
dt1572,1931-08-06,"Beverly Hills, California",34.0696501,-118.3963062
dt1573,1931-08-07,"Beverly Hills, California",34.0696501,-118.3963062
dt1574,1931-08-09,"Santa Monica, California",34.0194704,-118.491227
dt1575,1931-08-10,"Santa Monica, California",34.0194704,-118.491227
dt1576,1931-08-11,"Beverly Hills, California",34.0696501,-118.3963062
dt1577,1931-08-12,"Beverly Hills, California",34.0696501,-118.3963062
dt1578,1931-08-13,"Beverly Hills, California",34.0696501,-118.3963062
dt1579,1931-08-14,"Santa Monica, California",34.0194704,-118.491227
dt1580,1931-08-16,"Beverly Hills, California",34.0696501,-118.3963062
dt1581,1931-08-17,"Beverly Hills, California",34.0696501,-118.3963062
dt1582,1931-08-18,"Beverly Hills, California",34.0696501,-118.3963062
dt1583,1931-08-19,"Beverly Hills, California",34.0696501,-118.3963062
dt1584,1931-08-20,"Beverly Hills, California",34.0696501,-118.3963062
dt1585,1931-08-21,"Beverly Hills, California",34.0696501,-118.3963062
dt1586,1931-08-23,"Santa Monica, California",34.0194704,-118.491227
dt1587,1931-08-24,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1588,1931-08-25,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1589,1931-08-26,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1590,1931-08-27,"Beverly Hills, California",34.0696501,-118.3963062
dt1591,1931-08-28,"Beverly Hills, California",34.0696501,-118.3963062
dt1592,1931-08-30,"Santa Monica, California",34.0194704,-118.491227
dt1593,1931-08-31,"Beverly Hills, California",34.0696501,-118.3963062
dt1594,1931-09-01,"Beverly Hills, California",34.0696501,-118.3963062
dt1595,1931-09-02,"Beverly Hills, California",34.0696501,-118.3963062
dt1596,1931-09-03,"Beverly Hills, California",34.0696501,-118.3963062
dt1597,1931-09-04,"Beverly Hills, California",34.0696501,-118.3963062
dt1598,1931-09-06,"Santa Monica, California",34.0194704,-118.491227
dt1599,1931-09-07,"Santa Monica, California",34.0194704,-118.491227
dt1600,1931-09-08,"Beverly Hills, California",34.0696501,-118.3963062
dt1601,1931-09-09,"Beverly Hills, California",34.0696501,-118.3963062
dt1602,1931-09-10,"Beverly Hills, California",34.0696501,-118.3963062
dt1603,1931-09-11,"Beverly Hills, California",34.0696501,-118.3963062
dt1604,1931-09-13,"Santa Monica, California",34.0194704,-118.491227
dt1605,1931-09-14,"Beverly Hills, California",34.0696501,-118.3963062
dt1606,1931-09-15,"Beverly Hills, California",34.0696501,-118.3963062
dt1607,1931-09-16,"Beverly Hills, California",34.0696501,-118.3963062
dt1608,1931-09-17,"Beverly Hills, California",34.0696501,-118.3963062
dt1609,1931-09-18,"Beverly Hills, California",34.0696501,-118.3963062
dt1610,1931-09-20,"Santa Monica, California",34.0194704,-118.491227
dt1611,1931-09-21,"Beverly Hills, California",34.0696501,-118.3963062
dt1612,1931-09-22,"Beverly Hills, California",34.0696501,-118.3963062
dt1613,1931-09-23,"Roswell, New Mexico",33.3943282,-104.5229518
dt1614,1931-09-24,"Oologah, Oklahoma",36.4470387,-95.7083151
dt1615,1931-09-25,"Chelsea, Oklahoma",36.5355939,-95.4324166
dt1616,1931-09-27,"Winslow, Arizona",35.0241984,-110.6973463
dt1617,1931-09-28,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1618,1931-09-29,"Yuma, Arizona",32.665135,-114.47603157249804
dt1619,1931-09-30,"El Paso, Texas",31.7601164,-106.4870404
dt1620,1931-10-01,"El Paso, Texas",31.7601164,-106.4870404
dt1621,1931-10-02,"El Paso, Texas",31.7601164,-106.4870404
dt1622,1931-10-04,"El Paso, Texas",31.7601164,-106.4870404
dt1623,1931-10-05,"El Paso, Texas",31.7601164,-106.4870404
dt1624,1931-10-06,"El Paso, Texas",31.7601164,-106.4870404
dt1625,1931-10-07,"El Paso, Texas",31.7601164,-106.4870404
dt1626,1931-10-08,"Beverly Hills, California",34.0696501,-118.3963062
dt1627,1931-10-09,"Beverly Hills, California",34.0696501,-118.3963062
dt1628,1931-10-11,"Santa Monica, California",34.0194704,-118.491227
dt1629,1931-10-12,"Beverly Hills, California",34.0696501,-118.3963062
dt1630,1931-10-13,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1631,1931-10-14,"Beverly Hills, California",34.0696501,-118.3963062
dt1632,1931-10-15,"Beverly Hills, California",34.0696501,-118.3963062
dt1633,1931-10-16,"Beverly Hills, California",34.0696501,-118.3963062
dt1634,1931-10-18,"Santa Monica, California",34.0194704,-118.491227
dt1635,1931-10-19,"Beverly Hills, California",34.0696501,-118.3963062
dt1636,1931-10-20,"Beverly Hills, California",34.0696501,-118.3963062
dt1637,1931-10-21,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1638,1931-10-22,"Beverly Hills, California",34.0696501,-118.3963062
dt1639,1931-10-23,"Beverly Hills, California",34.0696501,-118.3963062
dt1640,1931-10-25,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1641,1931-10-26,"Beverly Hills, California",34.0696501,-118.3963062
dt1642,1931-10-27,"Beverly Hills, California",34.0696501,-118.3963062
dt1643,1931-10-28,"Beverly Hills, California",34.0696501,-118.3963062
dt1644,1931-10-29,"Douglas, Arizona",31.3447174,-109.5545036
dt1645,1931-10-30,"Mexico City, Mexico",19.4326296,-99.1331785
dt1646,1931-11-01,"Mexico City, Mexico",19.4326296,-99.1331785
dt1647,1931-11-02,"Mexico City, Mexico",19.4326296,-99.1331785
dt1648,1931-11-03,"San Antonio, Texas",29.4246002,-98.4951405
dt1649,1931-11-04,"San Antonio, Texas",29.4246002,-98.4951405
dt1650,1931-11-05,"Kingsville, Texas",27.5158689,-97.856109
dt1651,1931-11-06,"North Uvalde, Texas",29.2391272,-99.8022795
dt1652,1931-11-08,"Beverly Hills, California",34.0696501,-118.3963062
dt1653,1931-11-09,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1654,1931-11-10,"Beverly Hills, California",34.0696501,-118.3963062
dt1655,1931-11-11,"Beverly Hills, California",34.0696501,-118.3963062
dt1656,1931-11-12,"Beverly Hills, California",34.0696501,-118.3963062
dt1657,1931-11-13,"Beverly Hills, California",34.0696501,-118.3963062
dt1658,1931-11-15,"Santa Barbara, California",34.4221319,-119.702667
dt1659,1931-11-16,"Beverly Hills, California",34.0696501,-118.3963062
dt1660,1931-11-17,"Beverly Hills, California",34.0696501,-118.3963062
dt1661,1931-11-18,"Beverly Hills, California",34.0696501,-118.3963062
dt1662,1931-11-19,"Medford, Oregon",42.3264181,-122.8718605
dt1663,1931-11-20,"Seattle, Washington",47.6038321,-122.330062
dt1664,1931-11-22,Pacific Ocean,-0.703107,-120.9375
dt1665,1931-11-23,Pacific Ocean,-0.703107,-120.9375
dt1666,1931-11-24,Pacific Ocean,-0.703107,-120.9375
dt1667,1931-11-25,Pacific Ocean,-0.703107,-120.9375
dt1668,1931-11-27,Pacific Ocean,-0.703107,-120.9375
dt1669,1931-11-29,Pacific Ocean,-0.703107,-120.9375
dt1670,1931-11-30,Pacific Ocean,-0.703107,-120.9375
dt1671,1931-12-01,Pacific Ocean,-0.703107,-120.9375
dt1672,1931-12-02,"Kamchatka, Russia",57.1914882,160.0383819
dt1673,1931-12-03,Pacific Ocean,-0.703107,-120.9375
dt1674,1931-12-04,Pacific Ocean,-0.703107,-120.9375
dt1675,1931-12-06,"Tokyo, Japan",35.6821936,139.762221
dt1676,1931-12-07,"Tokyo, Japan",35.6821936,139.762221
dt1677,1931-12-08,"Osaka, Japan",34.6937569,135.5014539
dt1678,1931-12-09,"Keijō, Japanese Korea",37.5666791,126.9782914
dt1679,1931-12-10,"Dairen, China",38.9181714,121.6282945
dt1680,1931-12-11,"Mukden, Manchuria",41.8026095,123.4279105
dt1681,1931-12-13,"Mukden, Manchuria",41.8026095,123.4279105
dt1682,1931-12-14,"Harbin, Manchuria",45.7593633,126.6276177
dt1683,1931-12-15,"Mukden, Manchuria",41.8026095,123.4279105
dt1684,1931-12-16,"Mukden, Manchuria",41.8026095,123.4279105
dt1685,1931-12-17,"Dairen, China",38.9181714,121.6282945
dt1686,1931-12-18,"Dairen, China",38.9181714,121.6282945
dt1687,1931-12-20,"Dairen, China",38.9181714,121.6282945
dt1688,1931-12-21,"Tientsin, China",39.1175488,117.1913008
dt1689,1931-12-22,"Peiping, China",39.9057136,116.3912972
dt1690,1931-12-23,"Peiping, China",39.9057136,116.3912972
dt1691,1931-12-24,"Peiping, China",39.9057136,116.3912972
dt1692,1931-12-25,"Peiping, China",39.9057136,116.3912972
dt1693,1931-12-27,"Shanghai, China",31.2323437,121.4691024
dt1694,1931-12-28,"Shanghai, China",31.2323437,121.4691024
dt1695,1931-12-29,"Shanghai, China",31.2323437,121.4691024
dt1696,1931-12-30,"Shanghai, China",31.2323437,121.4691024
dt1697,1931-12-31,East China Sea,29,125.0000013
dt1698,1932-01-01,East China Sea,29,125.0000013
dt1699,1932-01-03,East China Sea,29,125.0000013
dt1700,1932-01-04,"Hong Kong, China",22.350627,114.1849161
dt1701,1932-01-05,South China Sea,15.0000001,114.9999999
dt1702,1932-01-06,Singapore,1.357107,103.8194992
dt1703,1932-01-07,Singapore,1.357107,103.8194992
dt1704,1932-01-08,"Penang, Malaysia",5.4065013,100.2559077
dt1705,1932-01-10,"Penang, Malaysia",5.4065013,100.2559077
dt1706,1932-01-12,"Allahbad, India",25.4381302,81.8338005
dt1707,1932-01-13,"Karachi, Pakistan",24.8546842,67.0207055
dt1708,1932-01-14,Arabian Sea,12.436818800000001,63.00257370438362
dt1709,1932-01-15,"Cairo, Egypt",30.0443879,31.2357257
dt1710,1932-01-15,"Baghdad, Iraq",33.3061701,44.3872213
dt1711,1932-01-18,"Athens, Greece",37.9755648,23.7348324
dt1712,1932-01-19,"Rome, Italy",41.8933203,12.4829321
dt1713,1932-01-20,"Paris, France",48.8588897,2.3200410217200766
dt1714,1932-01-21,"London, England",51.5156177,-0.0919983
dt1715,1932-01-22,"London, England",51.5156177,-0.0919983
dt1716,1932-01-24,"London, England",51.5156177,-0.0919983
dt1717,1932-01-25,"London, England",51.5156177,-0.0919983
dt1718,1932-01-26,"London, England",51.5156177,-0.0919983
dt1719,1932-01-27,"Paris, France",48.8588897,2.3200410217200766
dt1720,1932-01-28,"Paris, France",48.8588897,2.3200410217200766
dt1721,1932-01-29,"Paris, France",48.8588897,2.3200410217200766
dt1722,1932-01-31,"Paris, France",48.8588897,2.3200410217200766
dt1723,1932-02-01,"Geneva, Switzerland",46.2017559,6.1466014
dt1724,1932-02-02,"Geneva, Switzerland",46.2017559,6.1466014
dt1725,1932-02-03,"Geneva, Switzerland",46.2017559,6.1466014
dt1726,1932-02-04,Atlantic Ocean,13.581921,-38.320312
dt1727,1932-02-05,Atlantic Ocean,13.581921,-38.320312
dt1728,1932-02-07,Atlantic Ocean,13.581921,-38.320312
dt1729,1932-02-08,Atlantic Ocean,13.581921,-38.320312
dt1730,1932-02-09,"New York, New York",40.7127281,-74.0060152
dt1731,1932-02-10,"Washington, District of Columbia",38.89384735,-76.98804281910948
dt1732,1932-02-11,"Washington, District of Columbia",38.89384735,-76.98804281910948
dt1733,1932-02-12,"New York, New York",40.7127281,-74.0060152
dt1734,1932-02-14,"New York, New York",40.7127281,-74.0060152
dt1735,1932-02-15,"Washington, District of Columbia",38.89384735,-76.98804281910948
dt1736,1932-02-16,"Cleveland, Ohio",41.4996574,-81.6936772
dt1737,1932-02-17,"Chicago, Illinois",41.8755616,-87.6244212
dt1738,1932-02-18,"Chicago, Illinois",41.8755616,-87.6244212
dt1739,1932-02-19,"Tulsa, Oklahoma",36.1563122,-95.9927516
dt1740,1932-02-21,"Chelsea, Oklahoma",36.5355939,-95.4324166
dt1741,1932-02-22,"Albuquerque, New Mexico",35.0841034,-106.650985
dt1742,1932-02-23,"Beverly Hills, California",34.0696501,-118.3963062
dt1743,1932-02-24,"Beverly Hills, California",34.0696501,-118.3963062
dt1744,1932-02-25,"Beverly Hills, California",34.0696501,-118.3963062
dt1745,1932-02-26,"San Simeon, California",35.6133158,-121.144234
dt1746,1932-02-28,"San Simeon, California",35.6133158,-121.144234
dt1747,1932-02-29,"Beverly Hills, California",34.0696501,-118.3963062
dt1748,1932-03-01,"Beverly Hills, California",34.0696501,-118.3963062
dt1749,1932-03-02,"Beverly Hills, California",34.0696501,-118.3963062
dt1750,1932-03-03,"Beverly Hills, California",34.0696501,-118.3963062
dt1751,1932-03-04,"Roswell, New Mexico",33.3943282,-104.5229518
dt1752,1932-03-06,"Santa Monica, California",34.0194704,-118.491227
dt1753,1932-03-07,"Beverly Hills, California",34.0696501,-118.3963062
dt1754,1932-03-08,"Beverly Hills, California",34.0696501,-118.3963062
dt1755,1932-03-09,"Beverly Hills, California",34.0696501,-118.3963062
dt1756,1932-03-10,"Beverly Hills, California",34.0696501,-118.3963062
dt1757,1932-03-11,"Beverly Hills, California",34.0696501,-118.3963062
dt1758,1932-03-13,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1759,1932-03-14,"Beverly Hills, California",34.0696501,-118.3963062
dt1760,1932-03-15,"Beverly Hills, California",34.0696501,-118.3963062
dt1761,1932-03-16,"Beverly Hills, California",34.0696501,-118.3963062
dt1762,1932-03-17,"Beverly Hills, California",34.0696501,-118.3963062
dt1763,1932-03-18,"Beverly Hills, California",34.0696501,-118.3963062
dt1764,1932-03-20,"Santa Monica, California",34.0194704,-118.491227
dt1765,1932-03-21,"Beverly Hills, California",34.0696501,-118.3963062
dt1766,1932-03-22,"Beverly Hills, California",34.0696501,-118.3963062
dt1767,1932-03-23,"Beverly Hills, California",34.0696501,-118.3963062
dt1768,1932-03-24,"Beverly Hills, California",34.0696501,-118.3963062
dt1769,1932-03-25,"Beverly Hills, California",34.0696501,-118.3963062
dt1770,1932-03-27,"Santa Monica, California",34.0194704,-118.491227
dt1771,1932-03-28,"Beverly Hills, California",34.0696501,-118.3963062
dt1772,1932-03-29,"Beverly Hills, California",34.0696501,-118.3963062
dt1773,1932-03-30,"Beverly Hills, California",34.0696501,-118.3963062
dt1774,1932-03-31,"Beverly Hills, California",34.0696501,-118.3963062
dt1775,1932-04-01,"Beverly Hills, California",34.0696501,-118.3963062
dt1776,1932-04-03,"Santa Monica, California",34.0194704,-118.491227
dt1777,1932-04-04,"Beverly Hills, California",34.0696501,-118.3963062
dt1778,1932-04-05,"Beverly Hills, California",34.0696501,-118.3963062
dt1779,1932-04-06,"Beverly Hills, California",34.0696501,-118.3963062
dt1780,1932-04-07,"Beverly Hills, California",34.0696501,-118.3963062
dt1781,1932-04-08,"Beverly Hills, California",34.0696501,-118.3963062
dt1782,1932-04-10,"Santa Monica, California",34.0194704,-118.491227
dt1783,1932-04-11,"Beverly Hills, California",34.0696501,-118.3963062
dt1784,1932-04-12,"Beverly Hills, California",34.0696501,-118.3963062
dt1785,1932-04-13,"Beverly Hills, California",34.0696501,-118.3963062
dt1786,1932-04-14,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1787,1932-04-15,"Beverly Hills, California",34.0696501,-118.3963062
dt1788,1932-04-17,"Santa Monica, California",34.0194704,-118.491227
dt1789,1932-04-18,"Beverly Hills, California",34.0696501,-118.3963062
dt1790,1932-04-19,"Beverly Hills, California",34.0696501,-118.3963062
dt1791,1932-04-20,"Beverly Hills, California",34.0696501,-118.3963062
dt1792,1932-04-21,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1793,1932-04-22,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1794,1932-04-24,"Santa Monica, California",34.0194704,-118.491227
dt1795,1932-04-25,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1796,1932-04-26,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1797,1932-04-27,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1798,1932-04-28,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1799,1932-04-29,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1800,1932-05-01,"Santa Monica, California",34.0194704,-118.491227
dt1801,1932-05-02,"Beverly Hills, California",34.0696501,-118.3963062
dt1802,1932-05-03,"Beverly Hills, California",34.0696501,-118.3963062
dt1803,1932-05-04,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1804,1932-05-05,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1805,1932-05-06,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1806,1932-05-08,"Santa Monica, California",34.0194704,-118.491227
dt1807,1932-05-09,"Beverly Hills, California",34.0696501,-118.3963062
dt1808,1932-05-10,"Beverly Hills, California",34.0696501,-118.3963062
dt1809,1932-05-11,"Beverly Hills, California",34.0696501,-118.3963062
dt1810,1932-05-12,"Beverly Hills, California",34.0696501,-118.3963062
dt1811,1932-05-13,"Beverly Hills, California",34.0696501,-118.3963062
dt1812,1932-05-15,"Santa Monica, California",34.0194704,-118.491227
dt1813,1932-05-16,"Beverly Hills, California",34.0696501,-118.3963062
dt1814,1932-05-17,"Beverly Hills, California",34.0696501,-118.3963062
